UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,Name_Norm
2000124159,     , Diego Rodríguez                       , 8/11/2004 (17 years old)  , ESP , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (RC)                         , 184 cm , 71 kg  ,17, 鈧?.5K - 鈧?5K    , 鈧?50 p/m       , -       , -      ,      ,0, -        , Leader       , -                          , Central Defender        , Stopper   , D (C)    ,10,3,11,13,7,7,8,1,1,6,4,3,5,14,12,6,3,4,8,5,1,4,10,14,3,10,5,6,7,12,5,3,11,7,2,6,3,3,3,4,5,11,7,7,2,3,7, Diego Rodriguez                       
2000138460,     , Marcos Aceituno                       , 25/5/2005 (17 years old)  , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Left           , Reasonable    , Very Strong   , M/AM (L)                       , 166 cm , 60 kg  ,17, 鈧?8K - 鈧?80K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Support   , M (L)    ,12,2,11,13,5,7,7,2,2,8,6,4,8,6,9,14,1,4,8,12,3,1,2,1,3,6,7,5,4,10,12,2,12,12,4,4,2,1,2,7,2,7,7,13,3,7,8, Marcos Aceituno                       
2000218253,     , Dani Cordero                          , 26/5/2005 (17 years old)  , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Left Only      , Very Weak     , Very Strong   , D (C)                          , 177 cm , 68 kg  ,17, 鈧?20K - 鈧?50K   ," 鈧?,100 p/m     ",2, -      ,      ,0, -        , Intelligent  , -                          , Central Defender        , Defend    , D (C)    ,10,3,8,6,6,7,8,1,2,6,10,2,1,14,18,2,3,6,7,5,6,1,11,11,4,6,6,1,14,15,5,3,9,7,1,14,1,4,1,5,9,14,6,6,3,2,7, Dani Cordero                          
2000218250,     , Pablo Barea                           , 24/3/2005 (17 years old)  , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right          , Very Strong   , Weak          , D (R)                          , 169 cm , 57 kg  ,17, 鈧?2K - 鈧?30K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Full-Back               , Defend    , D (R)    ,14,3,6,14,6,7,4,3,3,5,9,2,4,12,7,6,3,3,11,5,1,1,7,2,2,11,1,4,8,12,3,2,13,5,2,9,2,2,1,12,1,11,7,7,1,6,7, Pablo Barea                           
2000209223,     , Gonzalo Gálvez                        , 8/9/2004 (17 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right Only     , Very Strong   , Weak          , M (C)                          , 178 cm , 66 kg  ,17, 鈧?K - 鈧?0K      ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Mezzala                 , Support   , M (C)    ,13,1,13,12,8,6,6,3,2,7,6,3,4,12,12,2,4,5,8,5,6,1,1,11,1,9,6,3,4,14,4,1,12,14,3,8,2,2,2,9,4,9,8,12,2,12,13, Gonzalo Galvez                        
2000220177,     , Toni Caracuel                         , 7/2/2006 (16 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right          , Very Strong   , Reasonable    , M (C)                          , 172 cm , 61 kg  ,16, 鈧?5K - 鈧?30K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Central Midfielder      , Attack    , M (C)    ,13,3,12,10,6,2,4,3,1,3,6,5,4,13,15,6,4,6,11,10,3,2,1,4,3,4,14,1,7,11,8,3,12,10,2,7,3,3,2,6,5,11,7,9,1,11,8, Toni Caracuel                         
2000219979,     , Eneko Astigarraga                     , 8/1/2004 (18 years old)   , ESP , Spanish First Division                             , Real San Sebastián               , Spain (First Division)               , Right          , Very Strong   , Weak          , D (C)                          , 185 cm , 75 kg  ,18, 鈧?K - 鈧?5K      ," 鈧?,100 p/m     ",2, -      ,      ,0, -        , Intelligent  , -                          , Central Defender        , Defend    , D (C)    ,11,1,13,8,9,8,9,1,3,5,6,5,3,14,7,1,3,7,8,5,1,4,9,10,3,4,7,1,14,12,5,1,8,4,5,14,3,3,1,7,5,14,7,6,2,5,8, Eneko Astigarraga                     
2000222763,     , Juanito                               , 13/6/2005 (17 years old)  , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right Only     , Very Strong   , Weak          , ST (C)                         , 179 cm , 79 kg  ,17, 鈧?K - 鈧?0K      ," 鈧?,100 p/m     ",3, -      ,      ,0, -        , Technical    , -                          , Advanced Forward        , Attack    , ST (C)   ,13,2,8,9,7,6,7,3,2,10,4,5,4,10,9,13,2,8,10,12,5,1,8,6,3,11,6,1,1,13,10,2,13,6,2,4,3,1,2,4,7,1,5,12,2,6,6, Juanito                               
2000221088,     , Darío Marcos                          , 6/3/2005 (17 years old)   , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , ST (C)                         , 184 cm , 69 kg  ,17, 鈧?2K - 鈧?20K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Poacher                 , Attack    , ST (C)   ,10,4,12,14,13,8,5,3,1,13,3,4,3,13,8,14,2,10,12,10,7,1,14,8,3,6,6,2,7,12,13,1,12,5,9,4,1,3,1,13,9,6,7,11,3,3,8, Dario Marcos                          
2000221070,     , Marcos Montero                        , 7/8/2005 (16 years old)   , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , M (C)                          , 176 cm , 64 kg  ,16, 鈧?4K - 鈧?50K    ," 鈧?,500 p/m     ",1, -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Attack    , M (C)    ,9,4,11,11,6,5,8,2,4,9,7,8,6,13,8,7,1,9,11,5,8,2,6,9,3,2,6,6,12,10,9,4,12,15,5,7,3,3,1,9,7,11,9,10,4,13,14, Marcos Montero                        
2000221047,     , Luis Miguel Quirant                   , 28/10/2004 (17 years old) , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , GK                             , 189 cm , 76 kg  ,17, 鈧?K - 鈧?8K      ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Shot Stopper , -                          , Goalkeeper              , Defend    , GK       ,12,13,8,13,3,6,15,4,6,3,8,4,3,13,7,1,5,3,1,1,7,8,1,13,10,5,2,1,3,9,1,7,9,7,2,10,8,13,6,1,5,2,6,4,5,5,5, Luis Miguel Quirant                   
2000221091,     , Ali Houary                            , 5/8/2005 (16 years old)   , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , M (C)                          , 180 cm , 60 kg  ,16, 鈧?K - 鈧?0K      ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Mezzala                 , Support   , M (C)    ,12,2,9,14,7,7,7,2,3,6,6,6,5,14,13,4,3,5,8,7,6,2,6,9,3,5,11,1,9,14,5,2,14,13,3,5,1,2,1,11,5,5,7,13,1,13,12, Ali Houary                            
2000221096,     , José Antonio Serralle                 , 15/11/2005 (16 years old) , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , ST (C)                         , 180 cm , 63 kg  ,16, 鈧?8K - 鈧?80K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Poacher                 , Attack    , ST (C)   ,13,3,13,13,6,6,7,3,1,13,1,4,2,7,17,10,3,13,7,10,2,1,12,10,2,9,6,2,4,12,10,1,13,2,9,6,3,2,3,8,8,3,5,10,3,6,6, Jose Antonio Serralle                 
2000219248,     , Pablo Felipe                          , 19/6/2005 (17 years old)  , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , D (C)                          , 185 cm , 75 kg  ,17, 鈧?5K - 鈧?50K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,13,3,8,14,10,9,9,1,1,5,8,6,5,15,7,7,1,3,9,5,1,1,10,10,3,4,4,3,12,7,6,2,10,9,2,8,1,3,1,9,11,15,8,8,3,4,9, Pablo Felipe                          
2000221092,     , Adam Boayar                           , 13/10/2005 (16 years old) , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , AM (C)                         , 181 cm , 65 kg  ,16, 鈧?4K - 鈧?40K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Advanced Playmaker      , Support   , AM (C)   ,12,1,6,8,7,8,3,1,1,10,5,7,4,13,3,8,1,7,10,10,7,1,7,7,1,9,11,2,7,16,10,2,11,11,6,8,1,1,3,7,5,4,8,12,2,13,12, Adam Boayar                           
2000221101, Yth , Mateo Tabares                         , 18/7/2006 (15 years old)  , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , ST (C)                         , 181 cm , 64 kg  ,15, 鈧?0K - 鈧?50K    , 鈧?75 p/m       , -       , -      ,      ,0, -        , Physical     , -                          , Poacher                 , Attack    , ST (C)   ,13,1,8,11,8,6,6,1,2,8,2,5,2,8,15,11,1,13,13,8,5,2,8,6,1,1,5,1,2,8,12,2,13,6,7,6,2,2,2,10,5,1,5,8,1,2,5, Mateo Tabares                         
2000221102,     , Nico                                  , 11/12/2005 (16 years old) , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , AM (C)                         , 171 cm , 55 kg  ,16, 鈧?4K - 鈧?40K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Attacking Midfielder    , Support   , AM (C)   ,14,3,5,13,8,7,8,1,3,4,7,1,2,13,18,7,2,8,14,11,5,1,6,4,3,7,8,1,2,13,6,3,13,11,2,4,4,3,3,7,4,2,6,12,1,10,11, Nico                                  
2000221075,     , Jesús Mollá                           , 28/5/2005 (17 years old)  , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , D (R)                          , 178 cm , 61 kg  ,17, 鈧?.5K - 鈧?5K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Full-Back               , Defend    , D (R)    ,15,1,9,15,6,8,9,1,1,5,6,4,3,15,6,7,2,7,8,9,1,4,8,9,3,9,4,7,6,18,4,2,15,8,4,7,2,1,3,7,6,9,8,8,3,8,8, Jesus Molla                           
2000221078,     , Fran Gil                              , 2/12/2005 (16 years old)  , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Left Only      , Very Weak     , Very Strong   , D (LC)                         , 186 cm , 65 kg  ,16, 鈧?5K - 鈧?50K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Full-Back               , Defend    , D (L)    ,10,3,15,11,10,8,9,3,1,6,6,5,7,14,10,5,2,6,9,5,2,3,12,14,3,7,7,7,12,13,3,2,11,8,4,5,2,3,3,9,5,14,7,5,3,6,8, Fran Gil                              
2000050549,     , Luca Martínez Dubroff                 , 6/1/2004 (18 years old)   , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right          , Very Strong   , Weak          , M/AM (C)                       , 167 cm , 62 kg  ,18, 鈧?00K - 鈧?00K   ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Attacking Midfielder    , Support   , AM (C)   ,11,1,14,12,8,8,3,2,2,12,9,7,8,14,11,11,4,10,11,13,8,3,7,4,1,6,10,1,4,14,11,2,11,11,2,5,1,3,1,10,7,3,6,12,4,11,8, Luca Martinez Dubroff                 
2000215527, Yth , Ianis Târbă                           , 4/7/2006 (15 years old)   , ROU , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right Only     , Very Strong   , Weak          , AM (R)                         , 177 cm , 59 kg  ,15, 鈧?K - 鈧?0K      , 鈧?75 p/m       , -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Support   , AM (R)   ,12,1,5,12,3,4,5,4,1,10,4,4,9,9,17,10,1,1,10,11,3,1,3,2,3,7,4,3,1,9,4,3,12,8,1,1,2,2,3,10,2,1,5,10,3,5,10, Ianis Tarba                           
2000055518,     , Sergio Galindo                        , 6/8/2004 (17 years old)   , ESP , Spanish First Division                             , Elche                            , Spain (First Division)               , Right          , Very Strong   , Weak          , AM (RL)                        , 182 cm , 69 kg  ,17, 鈧?00K - 鈧?M     ," 鈧?,100 p/m     ",26,4,      ,0, -        , Creative     , -                          , Winger                  , Support   , AM (R)   ,12,3,7,10,9,7,8,3,1,5,5,6,8,13,11,12,4,8,13,10,6,1,6,7,3,9,8,4,1,14,8,2,11,11,1,6,2,1,3,12,5,7,7,10,1,10,8, Sergio Galindo                        
2000143020,     , Adrián Niño                           , 19/6/2004 (18 years old)  , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , ST (C)                         , 183 cm , 71 kg  ,18, 鈧?2K - 鈧?30K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Poacher                 , Attack    , ST (C)   ,12,3,10,12,6,6,7,2,1,10,6,3,2,13,3,13,1,13,10,12,5,3,12,13,3,2,5,1,4,16,10,2,12,6,6,2,3,1,3,5,5,5,5,12,2,4,6, Adrian Nino                           
2000220178, Yth , Álex García                           , 6/7/2006 (15 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Left           , Reasonable    , Very Strong   , AM (L)                         , 177 cm , 58 kg  ,15, 鈧?5K - 鈧?50K    , 鈧?75 p/m       , -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Attack    , AM (L)   ,13,1,10,13,3,6,7,1,1,7,4,5,9,7,8,13,2,5,9,11,5,2,4,4,2,11,6,5,5,13,9,2,13,11,1,1,3,3,2,6,3,5,6,6,1,7,5, Alex Garcia                           
