 UID        , Inf , Name                               , DoB                       , Nat , Division                                      , Club                         , Based                               , Preferred Foot , Right Foot    , Left Foot     , Position                        , Height , Weight , Age , Transfer Value  , Wage           , AT Apps , AT Gls , Team , Caps , Yth Apps , Style        , Rc Injury                  , Best Role               , Best Duty , Best Pos , Acc , Aer , Agg , Agi , Ant , Bal , Bra , Cmd , Com , Cmp , Cnt , Cor , Cro , Dec , Det , Dri , Ecc , Fin , Fir , Fla , Fre , Han , Hea , Jum , Kic , Ldr , Lon , L Th , Mar , Nat .1, OtB , 1v1 , Pac , Pas , Pen , Pos , Pun , Ref , TRO , Sta , Str , Tck , Tea , Tec , Thr , Vis , Wor 
42058078, Wnt , Shon Weissman                         , 14/2/1996 (26 years old)  , ISR , Spanish First Division                             , Valladolid                       , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (RL), ST (C)                ", 174 cm , 72 kg  ,26, 鈧?00K - 鈧?0.5M  ," 鈧?6,500 p/m    ",204,79, Main ,23,13, Leader       , -                          , Pressing Forward        , Attack    , ST (C)   ,13,1,14,13,13,13,14,1,3,12,13,5,9,13,15,11,2,14,11,12,6,3,13,8,3,14,10,7,6,16,15,2,12,11,9,10,2,2,4,14,14,10,14,13,1,13,15
78027200,     , Leandro Cabrera                       , 17/6/1991 (31 years old)  , URU , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (LC)                         , 188 cm , 82 kg  ,31, Not for Sale    ," 鈧?2,500 p/m    ",393,11,      ,0,13, Leader       , -                          , No-Nonsense Centre-Back , Stopper   , D (C)    ,10,2,16,10,12,9,18,1,3,11,16,4,8,12,18,6,1,4,8,6,7,1,13,16,1,14,8,18,15,9,8,2,14,8,5,15,2,3,1,14,16,15,18,8,2,9,18
67029321,     , Mikel Balenziaga                      , 29/2/1988 (34 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Left           , Fairly Strong , Very Strong   , D/WB/M/AM (L)                  , 177 cm , 77 kg  ,34, 鈧?.5M - 鈧?.8M   ," 鈧?7,500 p/m    ",390,1,      ,0,2, Technical    , -                          , Full-Back               , Support   , D (L)    ,13,3,13,12,14,12,15,1,3,13,14,11,13,13,13,11,3,7,12,11,12,2,10,11,2,9,10,12,14,9,13,1,13,12,7,12,3,1,3,14,13,15,14,12,2,10,15
813076,     , Lucas P茅rez                           , 10/9/1988 (33 years old)  , ESP , Spanish First Division                             , C谩diz                            , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," AM (RLC), ST (C)               ", 181 cm , 78 kg  ,33, 鈧?20K - 鈧?.2M   ," 鈧?0,000 p/m    ",383,116,      ,0, -        , Technical    , -                          , Inverted Winger         , Support   , AM (R)   ,14,1,14,13,14,13,12,3,1,12,13,13,13,13,11,14,2,14,14,15,14,2,8,9,3,12,13,7,5,13,14,2,13,13,15,6,1,2,1,13,13,7,13,15,3,13,13
79027217,     , Omar Alderete                         , 26/12/1996 (25 years old) , PAR , Spanish First Division                             , Getafe                           , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 188 cm , 92 kg  ,25, 鈧?M - 鈧?.6M     ," 鈧?25,000 p/m   ",124,6, Main ,11,11, Physical     , -                          , Central Defender        , Defend    , D (C)    ,11,2,16,10,13,16,18,2,1,13,14,3,8,13,14,10,1,6,12,6,6,3,16,15,2,8,4,12,15,15,10,2,13,13,12,15,1,1,2,14,15,16,13,11,3,8,13
67195855,     , Mikel Vesga                           , 8/4/1993 (29 years old)   , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," DM, M (C)                      ", 191 cm , 84 kg  ,29, 鈧?2M - 鈧?7M     ," 鈧?2,500 p/m    ",263,14,      ,0, -        , Intelligent  , -                          , Ball Winning Midfielder , Defend    , DM       ,12,3,13,13,13,10,13,3,2,14,13,7,7,13,13,8,2,8,14,7,10,3,14,15,1,8,14,9,14,12,12,1,13,13,8,15,3,1,2,14,14,14,16,13,2,12,17
28116558, Wnt , Largie Ramazani                       , 27/2/2001 (21 years old)  , BEL , Spanish First Division                             , Almer铆a                          , Spain (First Division)               , Either         , Very Strong   , Strong        ," AM (RL), ST (C)                ", 167 cm , 68 kg  ,21, 鈧?2M - 鈧?7.5M   ," 鈧?1,000 p/m    ",53,12, U21  ,0, -        , Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,18,3,9,14,8,8,8,1,4,11,9,4,11,11,14,15,1,14,13,14,8,1,4,3,2,3,6,4,4,13,13,3,17,12,13,4,2,2,3,12,6,4,10,14,3,9,12
67063051,     , Kiko Femen铆a                          , 2/2/1991 (31 years old)   , ESP , Spanish First Division                             , Villarreal                       , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D/WB/M (R)                     , 176 cm , 71 kg  ,31, 鈧?.2M - 鈧?.4M   ," 鈧?1,000 p/m    ",379,17,      ,0,1, Technical    , -                          , Wing-Back               , Attack    , WB (R)   ,16,2,9,11,9,12,13,1,1,10,12,10,14,12,11,13,3,9,12,13,9,1,8,8,3,9,9,14,10,14,12,1,16,14,11,12,3,1,3,13,9,13,10,14,3,12,11
67006488,     , Sergio Asenjo                         , 28/6/1989 (32 years old)  , ESP , Spanish First Division                             , Valladolid                       , Spain (First Division)               , Right          , Very Strong   , Weak          , GK                             , 189 cm , 87 kg  ,32, Not for Sale    ," 鈧?6,000 p/m    ",337, -      ,      ,1,15, Distributor  , Damaged cruciate ligaments , Sweeper Keeper          , Defend    , GK       ,7,11,9,12,14,10,16,14,15,15,15,2,1,15,14,1,7,1,11,5,3,15,5,11,14,11,3,3,3,8,1,13,9,11,2,14,8,15,12,11,13,3,13,10,14,7,14
965309,     , Agust铆n Marches铆n                     , 16/3/1988 (34 years old)  , ARG , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right Only     , Very Strong   , Weak          , GK                             , 188 cm , 83 kg  ,34, Not for Sale    ," 鈧?9,000 p/m    ",415, -      ,      ,8,2, Distributor  , -                          , Sweeper Keeper          , Support   , GK       ,10,14,12,12,12,14,14,12,13,12,14,3,3,14,15,1,9,1,8,7,6,13,8,14,14,11,3,1,2,13,1,15,11,12,2,15,11,17,13,12,13,1,13,8,14,11,13
14186894, Wnt , Juan Foyth                            , 12/1/1998 (24 years old)  , ARG , Spanish First Division                             , Villarreal                       , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (RC), DM                     ", 187 cm , 69 kg  ,24, 鈧?1M - 鈧?0M     ," 鈧?45,000 p/m   ",64,2, Main ,15,14, Technical    , -                          , Wing-Back               , Defend    , D (R)    ,13,3,14,14,13,14,16,2,1,16,12,7,11,11,12,13,1,8,15,12,11,2,15,13,3,10,7,8,14,13,13,2,14,14,8,14,3,1,3,15,13,16,15,15,3,13,16
78001192,     , Dami谩n Su谩rez                         , 27/4/1988 (34 years old)  , URU , Spanish First Division                             , Getafe                           , Spain (First Division)               , Right Only     , Very Strong   , Weak          , D/WB (R)                       , 173 cm , 74 kg  ,34, 鈧?10K - 鈧?.1M   ," 鈧?5,500 p/m    ",419,8,      ,6,26, Leader       , -                          , Full-Back               , Support   , D (R)    ,14,2,17,13,13,14,18,3,2,12,15,14,13,13,15,11,2,7,11,9,11,2,7,9,1,13,12,14,13,15,13,3,13,12,9,14,1,2,2,15,10,14,17,12,2,9,18
62013805,     , Nemanja Gudelj                        , 16/11/1991 (30 years old) , SRB , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (C), DM, M (C)               ", 186 cm , 77 kg  ,30, 鈧?.4M - 鈧?.6M   ," 鈧?41,000 p/m   ",322,36, Main ,48,15, Leader       , -                          , Ball Winning Midfielder , Support   , DM       ,12,1,16,13,13,13,13,2,3,14,13,14,12,12,16,13,2,10,15,14,13,2,11,12,3,11,13,12,9,14,13,1,11,14,12,10,2,2,1,15,14,9,15,13,3,13,17
67102156,     , Jaume Dom猫nech                        , 5/11/1990 (31 years old)  , ESP , Spanish First Division                             , Valencia                         , Spain (First Division)               , Right Only     , Very Strong   , Weak          , GK                             , 185 cm , 73 kg  ,31, 鈧?.8M - 鈧?.8M   ," 鈧?26,000 p/m   ",223, -      ,      ,0, -        , Shot Stopper , -                          , Goalkeeper              , Defend    , GK       ,12,11,13,16,12,11,16,13,15,9,14,4,3,12,17,1,6,2,7,3,5,12,1,11,12,15,2,2,3,11,1,14,12,8,3,12,15,16,9,12,11,3,13,10,12,7,14
19320258,     , Samuel Lino                           , 23/12/1999 (22 years old) , BRA , Spanish First Division                             , Valencia                         , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (RL), ST (C)                ", 178 cm , 72 kg  ,22, 鈧?3M - 鈧?9M     ," 鈧?00,000 p/m   ",110,27,      ,0, -        , Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,15,2,12,13,11,15,13,1,1,12,11,8,9,11,15,14,3,14,14,14,9,3,6,12,3,7,13,7,5,17,13,2,15,13,11,8,3,2,2,14,14,10,10,14,1,13,15
67184347,     , 脥帽igo Lekue                           , 4/5/1993 (29 years old)   , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D/WB (RL), M/AM (R)            ", 180 cm , 71 kg  ,29, 鈧?4.5M - 鈧?8M   ," 鈧?8,000 p/m    ",232,3,      ,0, -        , Physical     , -                          , Full-Back               , Attack    , D (R)    ,13,2,10,13,13,13,13,1,1,10,12,9,13,12,13,12,1,7,11,12,7,2,10,10,3,8,7,8,12,13,13,3,14,11,7,12,3,1,3,15,12,14,14,13,1,11,15
67228802,     , Manu Morlanes                         , 12/1/1999 (23 years old)  , ESP , Spanish First Division                             , Villarreal                       , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M/AM (C)                   ", 178 cm , 75 kg  ,23, 鈧?.2M - 鈧?.2M   ," 鈧?1,000 p/m    ",160,7,      ,0,1, Technical    , -                          , Central Midfielder      , Attack    , M (C)    ,12,1,10,13,12,11,13,3,4,13,14,11,13,14,14,12,3,11,15,14,11,1,10,10,3,12,11,8,10,8,13,3,13,14,10,12,2,1,3,14,12,12,13,15,2,15,14
67181072, Wnt , Loren                                 , 30/12/1993 (28 years old) , ESP , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Right          , Very Strong   , Reasonable    , ST (C)                         , 185 cm , 82 kg  ,28, 鈧?.2M           ," 鈧?5,500 p/m    ",281,92,      ,0, -        , Intelligent  , -                          , Pressing Forward        , Attack    , ST (C)   ,14,4,13,13,15,12,15,3,3,13,14,7,10,14,15,12,4,14,12,11,9,4,14,10,3,11,13,8,7,13,14,2,14,12,15,8,2,3,3,12,13,9,12,13,3,13,15
67086276, Wnt , Hugo Mallo                            , 22/6/1991 (31 years old)  , ESP , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," D (RC), WB (R)                 ", 173 cm , 69 kg  ,31, 鈧?.8M - 鈧?5M    ," 鈧?16,000 p/m   ",370,10,      ,0,12, Leader       , -                          , Full-Back               , Support   , D (R)    ,14,2,15,13,14,12,16,1,1,14,16,4,13,13,15,11,3,11,12,7,7,1,10,11,3,14,6,14,13,13,13,4,14,12,9,15,1,2,2,15,13,15,15,12,3,10,16
14006099,     , Javier Pastore                        , 20/6/1989 (33 years old)  , ARG , Spanish First Division                             , Elche                            , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (C), AM (LC)                 ", 187 cm , 78 kg  ,33, 鈧?50K - 鈧?.5M   ," 鈧?3,000 p/m    ",338,54,      ,29, -        , Creative     , Hip injury                 , Advanced Playmaker      , Support   , AM (C)   ,9,2,8,14,13,12,9,1,3,15,11,13,14,14,13,16,2,13,18,18,13,2,8,12,3,10,13,3,4,5,14,1,10,16,14,3,1,1,2,10,9,4,15,19,2,17,9
83206392,     , Sam煤                                  , 27/11/2000 (21 years old) , POR , Spanish First Division                             , Almer铆a                          , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," DM, M/AM (C)                   ", 183 cm , 75 kg  ,21, 鈧?1M - 鈧?1M     ," 鈧?9,500 p/m    ",86,3, U21  ,0, -        , Physical     , -                          , Ball Winning Midfielder , Defend    , DM       ,12,1,13,13,14,13,12,3,3,13,13,8,8,13,15,11,1,10,14,8,9,2,8,12,1,13,12,9,11,14,11,1,11,14,9,13,2,2,3,15,13,12,14,14,2,13,15
28095341,     , Pablo Maffeo                          , 12/7/1997 (24 years old)  , ESP , Spanish First Division                             , Mallorca                         , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D/WB (R)                       , 173 cm , 68 kg  ,24, 鈧?M - 鈧?.4M     ," 鈧?25,000 p/m   ",158,3,      ,0,4, Leader       , -                          , Wing-Back               , Defend    , D (R)    ,16,2,14,15,12,15,16,2,2,10,10,6,13,11,17,13,1,7,11,13,7,1,9,8,1,8,11,12,12,15,13,2,14,12,8,12,1,4,2,14,10,15,14,12,1,10,17
27128916,     , Abdul Mumin                           , 6/6/1998 (24 years old)   , GHA , Spanish First Division                             , Vallecano                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 188 cm , 80 kg  ,24, 鈧?50K - 鈧?.8M   ," 鈧?0,500 p/m    ",107,1, Main ,0, -        , Physical     , -                          , Ball Playing Defender   , Cover     , D (C)    ,13,2,13,14,13,13,16,3,4,13,15,5,5,12,8,11,3,6,12,15,5,3,12,15,1,4,6,10,15,15,9,3,16,13,4,14,2,2,2,13,14,11,13,12,2,11,12
95035991, Wnt , Adri脿 Pedrosa                         , 13/5/1998 (24 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Left           , Weak          , Very Strong   , D/WB (L)                       , 176 cm , 69 kg  ,24, 鈧?50K - 鈧?.6M   ," 鈧?4,500 p/m    ",141,11,      ,0,9, Technical    , -                          , Wing-Back               , Defend    , WB (L)   ,14,3,12,13,13,13,12,1,2,14,12,5,10,16,17,14,3,7,16,7,2,3,12,8,2,11,8,12,14,8,15,3,15,14,7,12,2,3,3,13,10,16,13,13,2,11,13
67148546,     , Roque Mesa                            , 7/6/1989 (33 years old)   , ESP , Spanish First Division                             , Valladolid                       , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M (RC)                     ", 171 cm , 72 kg  ,33, 鈧?25K - 鈧?.4M   ," 鈧?38,000 p/m   ",403,30,      ,0, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , M (C)    ,12,2,14,12,15,15,15,2,1,13,14,12,13,13,16,12,1,8,13,13,9,2,5,6,3,14,11,11,12,13,13,1,12,14,12,13,3,2,2,14,11,13,15,14,2,13,16
67121201,     , Jaime Mata                            , 24/10/1988 (33 years old) , ESP , Spanish First Division                             , Getafe                           , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , ST (C)                         , 185 cm , 75 kg  ,33, 鈧?.3M - 鈧?.7M   ," 鈧?2,500 p/m    ",442,165,      ,1, -        , Intelligent  , -                          , Poacher                 , Attack    , ST (C)   ,11,2,11,12,14,14,13,2,3,13,13,9,12,13,15,13,2,16,11,12,9,1,14,13,1,10,12,8,6,12,16,2,11,12,14,7,3,3,3,13,13,8,12,13,2,12,11
14078688, Wnt , Franco Cervi                          , 26/5/1994 (28 years old)  , ARG , Spanish First Division                             , Vigo                             , Spain (First Division)               , Left Only      , Weak          , Very Strong   , M/AM (L)                       , 167 cm , 60 kg  ,28, 鈧?.1M - 鈧?.8M   ," 鈧?08,000 p/m   ",177,19,      ,4, -        , Leader       , -                          , Winger                  , Support   , AM (L)   ,15,1,16,15,14,16,14,1,3,10,14,12,10,11,18,13,3,11,12,13,12,3,4,7,3,9,13,8,11,17,15,2,15,13,12,13,1,2,3,15,8,13,14,13,4,13,18
